Book Name,Author,Rating,Number of Reviews,Price
The Gita for Children,Roopa Pai,4.5,484.0,668
The Brain: The Story of You,David Eagleman,4.7,1017.0,683
HBR's 10 Must Reads on Communication,Harvard Business Review,4.5,127.0,668
Zak George’s Dog Training Revolution: The Complete Guide to Raising the Perfect Pet with Love,Zak George,4.6,2359.0,820
Matilda: Narrated by Kate Winslet,Roald Dahl,4.7,2223.0,615
Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,4.4,793.0,1005
Siddhartha,Hermann Hesse,4.3,3008.0,501
The Dutch House,Ann Patchett,4.4,5733.0,721
Dune: Il ciclo di Dune 1,Frank P. Herbert,4.4,151.0,1073
Half Girlfriend,Chetan Bhagat,4.2,8188.0,568
"The First 90 Days, Updated and Expanded: Proven Strategies for Getting Up to Speed Faster and Smarter",Michael Watkins,4.5,276.0,703
The Truths We Hold: An American Journey,Kamala Harris,4.7,526.0,683
The Gene: An Intimate History,Siddhartha Mukherjee,4.6,1565.0,683
You Are the Best Wife: A true love story,Ajay K Pandey,4.6,4799.0,668
The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,4.6,1243.0,668
This Is Marketing: You Can’t Be Seen Until You Learn to See,Seth Godin,4.5,914.0,888
WordMaster,Denis E. Waitley,4.2,48.0,2008
I Can't Make This Up: Life Lessons,Neil Strauss - contributor,4.7,1593.0,1003
The Audacity of Hope (excerpt),Barack Obama,4.4,42.0,0
The Montessori Toddler,Simone Davies,4.8,2290.0,1172
Evolve Your Brain: The Science of Changing Your Mind,Joe Dispenza D.C.,4.7,530.0,1172
A Killer Among Us: One Murder & a Building Full of Suspects,Ushasi Sen Basu,4.9,17.0,668
Who Moved My Cheese?,Tony Roberts,4.6,5895.0,615
Rework,Jason Fried,4.3,1968.0,452
"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive",Kevin Horsley,4.6,1942.0,233
1Q84,Haruki Murakami,4.3,1419.0,1138
No Calculator? No Problem!: Mastering Mental Math,Art Benjamin,5.0,1.0,1003
More of Poirot's Finest Cases: Seven Full-Cast BBC Radio Dramatisations,Agatha Christie,4.8,12.0,1093
Satyajit Ray Ki Kahaniyan [Stories of Satyajit Ray],Satyajit Rai,5.0,1.0,668
"The Book of Ichigo Ichie: The Art of Making the Most of Every Moment, the Japanese Way",Francesc Miralles,4.6,126.0,873
HBR's 10 Must Reads on Leadership,Harvard Business Review,4.6,307.0,668
The Four Agreements,don Miguel Ruiz,4.6,12536.0,501
Common Stocks and Uncommon Profits,Philip A. Fisher,4.1,98.0,445
Summary of Awaken the Giant Within by Tony Robbins,Dean Bokhari,-1,,117
Ek Chota Sa Kadam Aapki Zindagi Badal Sakta Hai [One Small Step Can Change Your Life],Robert Maurer,4.4,101.0,668
Children of Time,Adrian Tchaikovsky,4.5,3726.0,873
Private Party: Love in Times of Tinder,Shanaya Taneja,3.6,4.0,0
Agni Ki Udaan [Flight of Fire],A.P.J Abdul Kalam,4.6,578.0,668
Eleven Minutes,Paulo Coelho,4.3,1168.0,5709
Dotcom Secrets: The Underground Playbook for Growing Your Company Online with Sales Funnels,Russell Brunson,4.7,1245.0,750
A Little Life,Hanya Yanagihara,4.3,5254.0,323
The Man Who Solved the Market,Gregory Zuckerman,4.4,1032.0,888
Revolution Twenty20: Love. Corruption. Ambition,Chetan Bhagat,-1,,568
"So Long, Lollipops: The Free Until The End of the World Novella",Sarah Lyons Fleming,4.8,174.0,0
"Sorry, You're Not My Type",Sudeep Nagarkar,-1,,502
The Theory of Everything: The Origin and Fate of the Universe,Stephen W. Hawking,4.6,2724.0,612
Understanding Digital Marketing: Marketing Strategies for Engaging the Digital Generation,Damian Ryan,4.6,32.0,1005
Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,4.2,511.0,879
Pax Indica: India and the World of the 21st Century,Shashi Tharoor,4.4,357.0,1382
Challenging Destiny: A Biography of Chhatrapati Shivaji,Medha Deshmukh Bhaskaran,4.5,96.0,836
The Ultimate Jim Rohn Library,Jim Rohn,5.0,1.0,2008
Keepers of the Kalachakra,Ashwin Sanghi,4.1,942.0,836
Pehchane Shareer ki Bhasha [The Definitive Book of Body Language],Allan Pease,4.3,76.0,836
Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,4.3,1241.0,683
The New Market Wizards: Conversations with America's Top Traders,Jack D. Schwager,4.5,261.0,836
Dilli Darbaar (Hindi Edition),Satya Vyas,4.2,364.0,668
Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,4.6,928.0,668
Getting Things Done With Work-Life Balance,David Allen,-1,,1439
The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,4.7,1961.0,1338
"Life Is What You Make It: A story of love, hope and how determination can overcome even destiny",Preeti Shenoy,4.1,5288.0,501
Living with the Himalayan Masters,Swami Rama,4.6,429.0,937
The God Delusion,Richard Dawkins,4.5,3946.0,1093
Peak: Secrets from the New Science of Expertise,Robert Pool,4.5,174.0,752
Chanakya's Chant,Ashwin Sanghi,4.2,933.0,836
The Man Who Saved India,Hindol Sengupta,4.6,64.0,879
India's Most Fearless,Shiv Aroor,4.7,777.0,879
Sprint: How to solve big problems and test new ideas in just five days,Jake Knapp,4.6,959.0,683
Khullam Khulla [Openly]: Rishi Kapoor Dil Se [Rishi Kapoor Uncensored],Rishi Kapoor,4.4,29.0,668
The White Tiger,Aravind Adiga,4.4,1549.0,1192
Critical Business Skills for Success,The Great Courses,-1,,2008
Nothing Ventured,Jeffrey Archer,4.4,2159.0,323
50 Self-Help Classics to Guide You to Financial Freedom,Napoleon Hill,5.0,1.0,32
The Most Important Thing: Uncommon Sense for The Thoughtful Investor,Howard Marks,4.6,382.0,601
"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,4.2,1020.0,836
Tell Me Your Dreams: Love in Times of Tinder,Shanaya Taneja,4.0,1.0,0
The Body: A Guide for Occupants,Bill Bryson,4.7,3448.0,721
Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Simon Sinek,4.7,3320.0,888
The Best of Ruskin Bond,Ruskin Bond,4.6,229.0,1131
"The Lightning Thief: Percy Jackson, Book 1",Rick Riordan,4.7,6426.0,888
How Not to Die: Discover the foods scientifically proven to prevent and reverse disease,Dr Michael Greger,4.7,8337.0,323
Chanakya in Daily Life,Radhakrishnan Pillai,4.3,351.0,668
"The 4-Hour Body: An uncommon guide to rapid fat-loss, incredible sex and becoming superhuman",Timothy Ferriss,4.3,3440.0,615
A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today,Matthew R. Kratter,4.4,2028.0,233
Execution: The Discipline of Getting Things Done,Larry Bossidy,4.3,308.0,879
"Surely You're Joking, Mr. Feynman!",Richard P. Feynman,4.6,2172.0,773
The Girl in the Hills: Love in Times of Tinder,Shanaya Taneja,4.0,1.0,0
Murder on the Orient Express: An Audible Original Drama,Agatha Christie,-1,,858
Swami Vivekananda: The Living Vedanta,Chaturvedi Badrinath,4.3,40.0,1131
Learn Spanish with Innovative Language's Proven Language System - Level 1: Introduction to Spanish: Introduction Spanish #2,Innovative Language Learning,5.0,1.0,0
Dhan ko Akarshit Kaise Kare [How to Attract Money],Dr. Joseph Murphy,4.3,126.0,233
Facebook: The Inside Story,Steven Levy,4.4,71.0,1093
"Boundless: Upgrade Your Brain, Optimize Your Body & Defy Aging",Ben Greenfield,4.8,787.0,1003
You Are the Placebo: Making Your Mind Matter,Dr. Joe Dispenza,4.7,2083.0,836
Aatma Sutra: Aatma Ka Anavaran (Hingori Sutras),Hingori,4.4,4.0,668
The Choice: Embrace the Possible,Edith Eger,4.8,3416.0,888
Upstream: How to Solve Problems Before They Happen,Dan Heath,4.7,251.0,888
Maps of Meaning,Jordan B. Peterson,4.7,765.0,1759
Midnight's Children,Salman Rushdie,4.2,988.0,987
The Restaurant at the End of the Universe,Douglas Adams,4.6,593.0,323
Who's the Boss: Love in Times of Tinder,Shanaya Taneja,3.0,24.0,0
Kane and Abel,Jeffrey Archer,4.6,2579.0,323
The Universe Has Your Back: Transform Fear into Faith,Gabrielle Bernstein,4.6,2529.0,586
"Basic Economics, Fifth Edition: A Common Sense Guide to the Economy",Thomas Sowell,4.8,704.0,1288
The Martian,Andy Weir,4.7,33258.0,1171
Learn German: Word Power 101: Absolute Beginner German #4,Innovative Language Learning,3.7,229.0,0
A Feast for Crows: Book 4 of A Song of Ice and Fire,George R. R. Martin,4.4,6365.0,18149
HBR's 10 Must Reads on Strategy,Harvard Business Review,4.5,308.0,668
"No More Mr. Nice Guy: A Proven Plan for Getting What You Want in Love, Sex and Life (Updated)",Dr Robert Glover,4.5,2257.0,938
Kankal [Eyes],Jaishankar Prasad,4.3,104.0,668
"Unscripted: Life, Liberty, and the Pursuit of Entrepreneurship",MJ DeMarco,4.8,744.0,836
Inquilab: Bhagat Singh on Religion & Revolution,Irfan Habib,4.7,56.0,668
The Nightingale,Kristin Hannah,4.8,40839.0,323
Traffic Secrets: The Underground Playbook for Filling Your Websites and Funnels with Your Dream Customers,Russell Brunson,4.7,313.0,750
Devil's Advocate: The Untold Story,Karan Thapar,4.4,163.0,668
The PCOD Thyroid Book,Rujuta Diwekar,1.0,1.0,501
Awareness: Conversations with the Masters,Anthony de Mello,4.6,966.0,668
The Midnight Library,Matt Haig,4.8,368.0,797
Conquest of Mind: Take Charge of Your Thoughts and Reshape Your Life Through Meditation,Eknath Easwaran,4.7,66.0,233
Find Your Why: A Practical Guide for Discovering Purpose for You and Your Team,Simon Sinek,4.6,1033.0,615
"Pregnancy Notes: Before, During & After",Rujuta Diwekar,4.2,831.0,501
"PMP Exam Master Prep: Learn Faster, Retain More, Pass the PMP Exam, Sixth Edition",Scott Payne,3.9,9.0,836
Operation Black Thunder: An Eyewitness Account of Terrorism in Punjab,Sarab Jit Singh,4.4,9.0,0
The Diabetes Code: Prevent and Reverse Type 2 Diabetes Naturally,Dr. Jason Fung,4.7,3024.0,1003
"Making Sense: Conversations on Consciousness, Morality and the Future of Humanity",Sam Harris,4.6,41.0,1093
The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life - Before 8AM,Hal Elrod,4.6,3832.0,501
This Is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,4.7,13811.0,323
Think Like a Rocket Scientist: Simple Strategies for Giant Leaps in Work and Life,Ozan Varol,4.7,175.0,888
The Five Rules for Successful Stock Investing: Morningstar's Guide to Building Wealth and Winning in the Market,Pat Dorsey,4.6,231.0,836
Maalgudi Ki Kahaniyan [Stories of Malgudi],R.K. Narayan,4.3,118.0,836
The 80/20 Principle: The Secret to Success by Achieving More with Less,Richard Koch,4.4,219.0,1439
Queeristan: LGBTQ Inclusion in the Indian Workplace,Parmesh Shahani,4.7,5.0,836
Yupi 65 (UP 65) (Hindi Edition),Nikhil Sachan,4.4,261.0,668
Swayam Mein Vishwas [Believe in Yourself],Dr. Joseph Murphy,4.2,224.0,233
"Develop Self-Confidence, Improve Public Speaking",Dale Carnegie,4.3,331.0,668
Common Stocks and Uncommon Profits and Other Writings: 2nd Edition,Philip A. Fisher,4.2,502.0,703
Dealmaking: The New Strategy of Negotiauctions (Second Edition),Guhan Subramanian,4.5,14.0,879
Midnight's Children: BBC Radio 4 full-cast dramatisation,Salman Rushdie,5.0,1.0,615
"Calm Parents, Happy Kids: The Secrets of Stress-Free Parenting",Dr Laura Markham,4.5,322.0,888
The Three-Body Problem,Cixin Liu,4.3,3424.0,793
Kitchen Confidential,Anthony Bourdain,4.6,1942.0,341
O Jerusalem: Day by Day and Minute by Minute the Historic Struggle for Jerusalem and the Birth of Israel,Larry Collins,4.6,216.0,1338
Getting to Yes: Negotiating an Agreement Without Giving In,Roger Fisher,4.5,311.0,683
Krishna Kunji [Krishna Key],Ashwin Sanghi,4.3,140.0,1003
Security Analysis: Sixth Edition: Foreword by Warren Buffett,Benjamin Graham,4.5,474.0,1003
The Anatomy of Success: Management Lessons from a Surgeon,Rakesh Sinha,4.6,33.0,668
An Indian Spy in Pakistan,Mohanlal Bhaskar,4.3,270.0,668
"Savarkar: Echoes of a Forgotton Past, Vol. 1: Part 1",Vikram Sampath,4.8,374.0,879
The Silva Ultramind ESP System,Michael Wickett,-1,,1774
HDFC Bank 2.0: From Dawn to Digital,Tamal Bandyopadhyay,4.3,150.0,836
Poonachi: Or the Story of a Black Goat,Perumal Murugan,4.6,310.0,501
The Double Surprise: Love in Times of Tinder,Shanaya Taneja,3.1,12.0,0
Geronimo Stilton #13 and #14,Geronimo Stilton,3.2,4.0,467
David and Goliath,Malcolm Gladwell,4.4,3949.0,569
The Testaments,Margaret Atwood,4.6,10560.0,1093
Poor Economics: A Radical Rethinking of the Way to Fight Global Poverty,Abhijit V. Banerjee,4.5,1158.0,820
The Vedas and Upanishads for Children,Roopa Pai,4.5,291.0,836
2019: How Modi Won India,Rajdeep Sardesai,2.5,316.0,836
Meri Priya Kahaniyan [My Favorite Stories],Amrita Pritam,4.4,167.0,501
My Seditious Heart,Arundhati Roy,4.5,104.0,1025
Best Indian Tales and Stories for Kids,div.,-1,,187
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,4.4,2268.0,888
"Money, and the Law of Attraction: Learning to Attract Wealth, Health, and Happiness",Esther Hicks,4.7,105.0,702
Namak Swadanusar,Nikhil Sachan,3.7,284.0,501
The Rig Veda,Anonymous,4.1,54.0,2088
"Crushing It!: How Great Entrepreneurs Build Their Business and Influence-and How You Can, Too",Gary Vaynerchuk,4.6,1721.0,11862
"The DevOps Handbook: How to Create World-Class Agility, Reliability, and Security in Technology Organizations",Gene Kim,4.6,737.0,836
The Dhammapada,Eknath Easwaran,4.8,370.0,233
"Nudge: Improving Decisions About Health, Wealth, and Happiness [Expanded Edition]",Richard H. Thaler,4.4,891.0,694
Stillness Speaks,Eckhart Tolle,4.7,862.0,421
Banaras Talkies (Hindi Edition),Satya Vyas,4.4,910.0,668
The 22 Immutable Laws of Marketing,Al Ries,4.5,750.0,7906
"The Art of Startup Fundraising: Pitching Investors, Negotiating the Deal, and Everything Else Entrepreneurs Need to Know",Alejandro Cremades,4.4,92.0,668
Deep Work: Retrouver la concentration dans un monde de distractions,Cal Newport,4.5,38.0,641
The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,4.6,1388.0,888
Secrets to Winning at Office Politics: How to Achieve Your Goals and Increase Your Influence at Work,Marie G. McIntyre PhD,4.4,186.0,586
A Dance with Dragons: Book 5 of A Song of Ice and Fire,George R. R. Martin,4.4,10342.0,18149
"The Four: The Hidden DNA of Amazon, Apple, Facebook and Google",Scott Galloway,4.5,842.0,683
Radical Candor: How to Get What You Want by Saying What You Mean,Kim Scott,4.6,1188.0,323
"The Making of Hero: Four Brothers, Two Wheels & a Revolution That Shaped India",Sunil K. Munjal,4.7,32.0,668
The Swap,Shuma Raha,3.7,47.0,668
The Diary of a Young Girl [Hindi],Anne Frank,4.3,166.0,836
Models: Attract Women Through Honesty,Mark Manson,4.7,1056.0,603
"The Titan's Curse: Percy Jackson, Book 3",Rick Riordan,4.7,3207.0,888
Feeling Good: The New Mood Therapy,David D. Burns,4.3,3172.0,13840
"The Sea of Monsters: Percy Jackson, Book 2",Rick Riordan,4.7,3542.0,888
I'm Thinking of Ending Things,Iain Reid,3.9,938.0,569
"The Complete Conversations with God: An Uncommon Dialogue: Books I, II & III",Neale Donald Walsch,4.7,788.0,1640
Advanced Techniques in Day Trading: A Practical Guide to High Probability Strategies and Methods,Andrew Aziz,4.5,487.0,668
The Secret: Teachers Recorded Live,Bob Proctor,-1,,1054
Atomic Attraction: The Psychology of Attraction,Christopher Canwell,4.7,230.0,668
"Sell: The Art, the Science, the Witchcraft",Subroto Bagchi,4.2,60.0,501
Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics,Tim Marshall,4.7,2459.0,721
Business Adventures: Twelve Classic Tales from the World of Wall Street,John Brooks,4.2,623.0,1131
Caste Matters,Suraj Yengde,4.6,93.0,879
Just Drive me Crazy: Love in Times of Tinder,Shanaya Taneja,4.0,1.0,0
A Hundred Little Flames,Preeti Shenoy,4.6,677.0,836
HBR's 10 Must Reads on Managing Yourself,Harvard Business Review,4.5,311.0,668
Teachings of Vivekananda,Vivekananda,-1,,1032
Meditations: Penguin Classics,Marcus Aurelius,-1,,888
Train to Pakistan,Khushwant Singh,4.4,1368.0,754
HBR's 10 Must Reads on Design Thinking: HBR's 10 Must Reads Series,Harvard Business Review,4.6,7.0,586
Everyone Has a Story,Savi Sharma,4.1,4940.0,501
The Code of the Extraordinary Mind by Vishen Lakhiani - Book Summary,Dean Bokhari,-1,,117
A Prisoner of Birth,Jeffrey Archer,4.6,2277.0,323
You Are the Guru: 6 Messages to Help You Move Through Difficult Times with Certainty and Faith,Gabrielle Bernstein,-1,,836
Life 3.0,Rob Shapiro,4.4,982.0,888
"You're a Miracle (and a Pain in the Ass): Embracing the Emotions, Habits, and Mystery That Make You You",Mike McHargue,4.8,99.0,754
"The Son of Neptune: The Heroes of Olympus, Book 2",Rick Riordan,4.7,3451.0,888
Normal People,Sally Rooney,4.3,7324.0,645
The Ultimate Brian Tracy Library,Brian Tracy,-1,,2008
Inside Chanakya's Mind: Aanvikshiki and the Art of Thinking,Radhakrishnan Pillai,4.3,92.0,703
How the Onion Got Its Layers,Sudha Murty,4.2,41.0,200
La pizza: Change ma vie 25,Clotilde Dusoulier,3.4,126.0,0
Six of Crows,Leigh Bardugo,4.6,2755.0,1003
A Tale of Two Cities,Charles Dickens,4.2,7130.0,32
51 Accidental Inventions That Changed The World,Kimte Guite,4.2,76.0,668
The One-Straw Revolution: An Introduction to Natural Farming,Masanobu Fukuoka,4.7,509.0,703
The Heartfulness Way: Heart-Based Meditations for Spiritual Transformation,Kamlesh D. Patel,4.7,1135.0,668
The Past as Present: Forging Contemporary Identities Through History,Romila Thapar,4.4,54.0,1003
Options Trading: The Bible: 5 Books in 1: The Beginners Guide + The Crash Course + The Best Techniques + Tips and Tricks + The Advanced Guide to Get Quickly Started and Make Immediate Cash with Options Trading,Samuel Rees,4.1,23.0,668
Sita: An Illustrated Retelling of the Ramayana,Devdutt Pattanaik,4.5,626.0,1131
Wisdom of the Gods for You and Me: My Gita and My Hanuman Chalisa,Devdutt Pattanaik,4.6,21.0,836
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,2540.0,754
Reminiscences of a Stock Operator,Edwin Lefevre,-1,,1805
"Nonviolent Communication: Create Your Life, Your Relationships, and Your World in Harmony with Your Values",Marshall Rosenberg PhD,-1,,492
India's Most Haunted: Tales of Terrifying Places,K. Hari Kumar,3.9,49.0,668
Shiv Ke Saat Rahasya [Seven Secrets of Shiva],Devdutt Pattanaik,4.1,113.0,501
"The Life-Changing Magic of Tidying: A Simple, Effective Way to Banish Clutter Forever",Marie Kondo,4.5,19123.0,615
Leadership Wisdom from the Monk Who Sold His Ferrari: The 8 Rituals of Visionary Leaders,Robin Sharma,4.6,180.0,586
An Economic History of the World since 1400,Donald J. Harreld,-1,,1774
Humankind: A Hopeful History,Rutger Bregman,4.7,648.0,759
Pachinko,Min Jin Lee,4.6,4721.0,949
The Seven Deaths of Evelyn Hardcastle,Stuart Turton,4.1,1418.0,721
The Power of Moments: Why Certain Experiences Have Extraordinary Impact,Chip Heath,4.7,776.0,888
Chakallas (Hindi Edition),Amritlal Nagar,5.0,3.0,668
The Success Principles: How to get from where you are to where you want to be,Jack Canfield,4.6,936.0,5709
The Biology of Belief,Bruce H. Lipton Ph.D.,-1,,585
The Plague,Albert Camus,4.5,954.0,1054
The Gulag Archipelago,Aleksandr Solzhenitsyn,4.8,816.0,1093
Heal Your Body,Louise Hay,4.4,2400.0,233
